BallSpeed,WaveInterval,BallsPerWave,WaveDelay,DistractionCount,DistractionSpeed,CubeMode,BallSize,ColorShift,SpawnDistance,SuccessTarget
5.071239,1.33486,2,0.3254478,4,2.277292,1,1.105538,0,9.750299,1
5.071239,1.33486,2,0.3254478,4,2.277292,1,1.105538,0,9.750299,1
4.203493,2.498139,2,0.277781,4,2.660052,1,1.146696,0,10.03806,1
4.203493,2.498139,2,0.277781,4,2.660052,1,1.146696,0,10.03806,0
4.165615,1.266266,3,0.3561285,2,2.559311,1,1.023457,1,10.63854,0
3.873761,2.16702,2,0.4982642,2,3.137539,1,0.8256534,1,11.57404,1
3.873761,2.16702,2,0.4982642,2,3.137539,1,0.8256534,1,11.57404,0
5.613887,2.197571,1,0.5614944,0,2.783088,0,0.8748548,0,8.315205,0
6.057752,2.493369,3,0.5474545,3,1.713027,2,1.193346,1,10.12972,0
3.548791,1.445653,1,0.2435729,4,3.701749,0,1.072152,0,9.192817,1
4.985625,1.28438,3,0.332128,1,3.635335,2,1.131655,1,8.894575,0
4.985625,1.28438,3,0.332128,1,3.635335,2,1.131655,1,8.894575,0
4.985625,1.28438,3,0.332128,1,3.635335,2,1.131655,1,8.894575,1
4.985625,1.28438,3,0.332128,1,3.635335,2,1.131655,1,8.894575,0
4.001935,2.105976,1,0.2582222,3,2.162651,0,0.7563031,1,11.89496,1
4.398498,1.389332,1,0.2383214,0,3.089503,1,0.8136541,0,8.098042,1
5.595593,1.29615,2,0.2046529,2,3.616277,1,0.7653912,1,8.24157,1
5.595593,1.29615,2,0.2046529,2,3.616277,1,0.7653912,1,8.24157,1
4.272092,2.161555,1,0.3441467,0,2.824113,2,0.961967,1,9.907011,1
5.034448,1.720945,1,0.5982567,4,2.595042,1,0.8827113,0,9.344299,1
5.940601,1.521167,3,0.4648447,0,3.552357,2,0.9436141,0,9.833096,0
5.940601,1.521167,3,0.4648447,0,3.552357,2,0.9436141,0,9.833096,1
5.940601,1.521167,3,0.4648447,0,3.552357,2,0.9436141,0,9.833096,1
4.238443,1.231913,3,0.2549807,3,2.809507,2,1.119734,1,11.75712,1
4.238443,1.231913,3,0.2549807,3,2.809507,2,1.119734,1,11.75712,0
4.238443,1.231913,3,0.2549807,3,2.809507,2,1.119734,1,11.75712,0
5.129453,2.121233,1,0.456852,0,2.614708,2,1.015123,0,11.49039,0
6.183303,1.684749,2,0.4466805,3,2.455607,1,1.170552,0,11.56462,0
6.183303,1.684749,2,0.4466805,3,2.455607,1,1.170552,0,11.56462,1
6.066676,2.145427,2,0.5379475,0,3.884871,2,1.163082,1,9.740204,0
5.023875,1.489119,1,0.4706862,4,1.919549,1,0.9776114,1,9.741419,0
5.962679,1.509389,2,0.3025489,3,2.441516,0,0.8986322,0,10.66664,1
5.962679,1.509389,2,0.3025489,3,2.441516,0,0.8986322,0,10.66664,1
3.678782,1.71995,3,0.355093,1,1.555918,2,0.783893,0,8.966011,0
3.678782,1.71995,3,0.355093,1,1.555918,2,0.783893,0,8.966011,1
3.678782,1.71995,3,0.355093,1,1.555918,2,0.783893,0,8.966011,1
6.116439,1.839479,1,0.3362165,1,3.954504,1,1.141,0,9.043941,1
6.243327,1.563421,3,0.3183681,1,2.394948,0,0.9232029,1,11.75963,0
6.011152,1.728995,3,0.5913553,2,3.306491,2,1.006855,1,8.574326,0
6.011152,1.728995,3,0.5913553,2,3.306491,2,1.006855,1,8.574326,1
6.011152,1.728995,3,0.5913553,2,3.306491,2,1.006855,1,8.574326,0
6.011152,1.728995,3,0.5913553,2,3.306491,2,1.006855,1,8.574326,0
5.22853,1.952207,1,0.4594257,1,1.597718,0,0.7434886,0,9.692373,1
6.237926,1.508417,2,0.5009519,0,3.349846,1,0.8347955,0,8.604185,1
6.237926,1.508417,2,0.5009519,0,3.349846,1,0.8347955,0,8.604185,0
3.720499,1.62931,3,0.4504361,2,3.390753,2,1.105451,0,11.87358,1
3.720499,1.62931,3,0.4504361,2,3.390753,2,1.105451,0,11.87358,1
3.720499,1.62931,3,0.4504361,2,3.390753,2,1.105451,0,11.87358,1
5.020749,1.669918,1,0.2596672,1,2.874215,2,0.9125563,0,9.851879,1
6.308146,1.308327,3,0.3794392,1,2.122311,2,1.168014,0,10.87183,1
6.308146,1.308327,3,0.3794392,1,2.122311,2,1.168014,0,10.87183,0
6.308146,1.308327,3,0.3794392,1,2.122311,2,1.168014,0,10.87183,1
6.154146,1.841725,3,0.5729273,0,2.869605,2,0.8676162,0,10.30273,0
6.008673,1.206504,2,0.2948568,2,1.783128,2,1.001783,0,8.659865,0
6.008673,1.206504,2,0.2948568,2,1.783128,2,1.001783,0,8.659865,0
6.008673,1.206504,2,0.2948568,2,1.783128,2,1.001783,0,8.659865,1
6.008673,1.206504,2,0.2948568,2,1.783128,2,1.001783,0,8.659865,0
5.364989,2.471411,2,0.3628436,0,2.902031,2,1.177387,0,11.90595,1
5.364989,2.471411,2,0.3628436,0,2.902031,2,1.177387,0,11.90595,0
5.175178,1.981259,2,0.3459669,3,2.895785,1,0.8629248,1,11.95,1
5.175178,1.981259,2,0.3459669,3,2.895785,1,0.8629248,1,11.95,0
4.736204,1.683048,1,0.5977517,0,3.904043,1,0.7796283,0,9.92181,1
5.640106,2.319533,3,0.4984402,3,1.94339,2,1.112917,0,10.74797,1
5.640106,2.319533,3,0.4984402,3,1.94339,2,1.112917,0,10.74797,0
5.033969,1.593335,2,0.4700825,0,2.32023,0,0.790693,0,11.41041,0
5.033969,1.593335,2,0.4700825,0,2.32023,0,0.790693,0,11.41041,0
5.388131,2.042311,1,0.4723263,2,3.344325,1,0.8572645,0,9.294392,1
6.017209,1.806243,3,0.4088089,3,3.802248,1,1.142034,0,10.53082,1
6.017209,1.806243,3,0.4088089,3,3.802248,1,1.142034,0,10.53082,1
6.017209,1.806243,3,0.4088089,3,3.802248,1,1.142034,0,10.53082,0
6.352273,1.374053,1,0.5822259,4,2.682849,1,0.9344091,1,10.48164,0
5.599411,1.247328,2,0.557063,0,3.113213,0,0.746456,0,8.583626,0
5.599411,1.247328,2,0.557063,0,3.113213,0,0.746456,0,8.583626,1
3.816976,1.955983,1,0.5167462,1,2.723433,0,0.9462868,0,8.456629,1
6.279692,1.396617,1,0.3204049,4,3.709613,0,0.7900312,0,10.70095,1
4.375996,2.424324,2,0.3177289,1,1.806357,1,0.9630208,0,11.54383,1
4.375996,2.424324,2,0.3177289,1,1.806357,1,0.9630208,0,11.54383,1
5.887743,1.789848,1,0.5941998,1,2.473423,1,0.8491133,0,10.30641,0
4.208861,2.453189,3,0.4969552,4,2.004702,0,1.124462,0,8.780499,1
4.208861,2.453189,3,0.4969552,4,2.004702,0,1.124462,0,8.780499,1
4.208861,2.453189,3,0.4969552,4,2.004702,0,1.124462,0,8.780499,1
4.30374,1.474599,3,0.2937022,3,1.583392,2,1.034118,0,8.557949,1
4.30374,1.474599,3,0.2937022,3,1.583392,2,1.034118,0,8.557949,0
4.30374,1.474599,3,0.2937022,3,1.583392,2,1.034118,0,8.557949,0
3.523934,1.367261,3,0.5477627,0,3.150517,1,0.990841,0,11.95321,0
4.540998,1.808643,3,0.5035092,4,1.900602,1,1.049142,0,10.69061,1
4.540998,1.808643,3,0.5035092,4,1.900602,1,1.049142,0,10.69061,1
4.540998,1.808643,3,0.5035092,4,1.900602,1,1.049142,0,10.69061,0
5.406871,1.626289,3,0.3686516,2,3.19102,1,0.9884344,0,8.71063,1
5.406871,1.626289,3,0.3686516,2,3.19102,1,0.9884344,0,8.71063,0
5.406871,1.626289,3,0.3686516,2,3.19102,1,0.9884344,0,8.71063,0
6.256609,1.321844,3,0.4574484,4,2.604646,1,1.003853,0,10.81777,1
6.256609,1.321844,3,0.4574484,4,2.604646,1,1.003853,0,10.81777,1
6.256609,1.321844,3,0.4574484,4,2.604646,1,1.003853,0,10.81777,1
3.837741,1.449396,2,0.2652474,1,1.804539,0,0.8937887,1,11.21516,1
3.837741,1.449396,2,0.2652474,1,1.804539,0,0.8937887,1,11.21516,1
4.921381,1.686726,3,0.4167883,1,3.893881,0,1.187514,0,11.71873,1
4.921381,1.686726,3,0.4167883,1,3.893881,0,1.187514,0,11.71873,0
4.921381,1.686726,3,0.4167883,1,3.893881,0,1.187514,0,11.71873,1
5.832741,1.621995,1,0.2120306,4,2.297854,1,0.9363426,1,10.74157,0
5.450704,1.707047,2,0.4004007,2,2.333257,0,0.7508674,0,9.649837,1
5.450704,1.707047,2,0.4004007,2,2.333257,0,0.7508674,0,9.649837,0
5.837258,1.591197,1,0.4950388,1,2.834745,1,0.7967865,0,8.928005,1
4.552657,1.975589,2,0.4348409,2,2.619475,1,0.9470623,0,11.94702,1
4.552657,1.975589,2,0.4348409,2,2.619475,1,0.9470623,0,11.94702,1
6.001051,2.315343,2,0.3982833,4,3.582436,1,0.8578519,0,8.068478,1
6.001051,2.315343,2,0.3982833,4,3.582436,1,0.8578519,0,8.068478,1
4.368296,1.893902,3,0.3927181,0,3.941301,0,1.073371,0,8.335039,0
4.368296,1.893902,3,0.3927181,0,3.941301,0,1.073371,0,8.335039,0
4.368296,1.893902,3,0.3927181,0,3.941301,0,1.073371,0,8.335039,0
5.293049,2.485029,1,0.4465061,0,2.146695,0,1.104023,0,8.273838,0
3.966267,1.576956,3,0.558338,2,2.056371,2,0.839433,1,10.10456,0
3.966267,1.576956,3,0.558338,2,2.056371,2,0.839433,1,10.10456,0
3.644508,1.305603,1,0.4638852,2,2.558131,2,1.087404,1,8.7413,0
5.560679,2.410323,2,0.4125434,3,2.922103,0,0.8812841,0,10.08761,0
5.560679,2.410323,2,0.4125434,3,2.922103,0,0.8812841,0,10.08761,0
4.839071,1.556211,1,0.2491897,3,3.890884,2,0.9497737,0,11.85766,0
3.624765,2.239493,3,0.5012743,4,3.398469,0,0.7560286,0,10.0568,1
3.624765,2.239493,3,0.5012743,4,3.398469,0,0.7560286,0,10.0568,1
3.624765,2.239493,3,0.5012743,4,3.398469,0,0.7560286,0,10.0568,1
4.450315,1.964486,2,0.514513,3,1.92576,1,0.8833029,0,9.767067,1
4.450315,1.964486,2,0.514513,3,1.92576,1,0.8833029,0,9.767067,1
5.543264,1.438799,3,0.3821633,1,1.967229,1,0.8030813,0,8.122538,1
5.543264,1.438799,3,0.3821633,1,1.967229,1,0.8030813,0,8.122538,1
5.543264,1.438799,3,0.3821633,1,1.967229,1,0.8030813,0,8.122538,1
4.440043,2.232457,1,0.3519887,3,1.674484,1,0.9650599,1,8.816862,0
4.073104,2.272902,3,0.5296373,1,3.815601,2,1.06837,0,9.613012,1
4.073104,2.272902,3,0.5296373,1,3.815601,2,1.06837,0,9.613012,0
6.095583,2.124873,2,0.235699,2,3.326952,0,1.041524,0,10.70024,0
6.095583,2.124873,2,0.235699,2,3.326952,0,1.041524,0,10.70024,0
4.343637,2.422294,1,0.3893123,3,2.202778,1,0.8424073,0,10.41169,1
5.383923,1.868629,2,0.3439508,4,3.349649,0,0.8498111,0,10.72727,1
5.383923,1.868629,2,0.3439508,4,3.349649,0,0.8498111,0,10.72727,0
4.687452,2.151207,2,0.4858106,3,3.229405,0,0.7155682,0,11.3925,1
4.687452,2.151207,2,0.4858106,3,3.229405,0,0.7155682,0,11.3925,1
3.964046,1.705029,3,0.2351142,0,2.206081,0,0.7549978,0,9.719105,0
3.964046,1.705029,3,0.2351142,0,2.206081,0,0.7549978,0,9.719105,0
3.964046,1.705029,3,0.2351142,0,2.206081,0,0.7549978,0,9.719105,1
5.583388,1.377115,3,0.552009,0,3.941267,1,1.052276,1,9.172181,0
4.336205,1.782672,3,0.2747958,2,3.548261,2,0.7116753,1,10.48164,1
4.336205,1.782672,3,0.2747958,2,3.548261,2,0.7116753,1,10.48164,0
4.336205,1.782672,3,0.2747958,2,3.548261,2,0.7116753,1,10.48164,0
5.692545,1.496192,2,0.3182782,3,3.12668,1,0.9192343,0,10.37295,1
5.692545,1.496192,2,0.3182782,3,3.12668,1,0.9192343,0,10.37295,1
5.254898,1.366631,3,0.322109,4,2.518859,0,0.8988556,0,10.06027,0
5.807895,2.341041,2,0.2357491,3,2.43332,0,1.053087,0,8.832705,1
5.807895,2.341041,2,0.2357491,3,2.43332,0,1.053087,0,8.832705,0
6.34007,1.410411,3,0.3641249,0,3.865469,0,0.9125904,1,10.98569,1
6.34007,1.410411,3,0.3641249,0,3.865469,0,0.9125904,1,10.98569,0
6.34007,1.410411,3,0.3641249,0,3.865469,0,0.9125904,1,10.98569,0
4.557028,1.798807,1,0.3751936,3,3.851114,2,1.053273,0,9.028708,0
6.261402,2.256359,2,0.4932071,1,2.816832,0,1.116479,0,9.932058,1
6.261402,2.256359,2,0.4932071,1,2.816832,0,1.116479,0,9.932058,1
4.986201,2.018824,2,0.2150588,1,3.939881,0,1.146175,0,11.62183,1
4.986201,2.018824,2,0.2150588,1,3.939881,0,1.146175,0,11.62183,1
6.287792,1.967434,3,0.226898,3,2.394728,0,0.915954,0,10.21458,0
6.287792,1.967434,3,0.226898,3,2.394728,0,0.915954,0,10.21458,0
4.920182,2.14729,2,0.4968859,2,1.67511,0,0.8387122,0,11.21497,1
4.920182,2.14729,2,0.4968859,2,1.67511,0,0.8387122,0,11.21497,1
5.07249,2.400481,3,0.4545079,0,2.20099,2,0.8842967,0,11.13824,1
5.07249,2.400481,3,0.4545079,0,2.20099,2,0.8842967,0,11.13824,0
5.07249,2.400481,3,0.4545079,0,2.20099,2,0.8842967,0,11.13824,0
6.358711,2.123169,3,0.5387385,4,2.13641,0,1.163139,0,9.650087,1
6.358711,2.123169,3,0.5387385,4,2.13641,0,1.163139,0,9.650087,0
4.758158,1.865566,2,0.5661114,1,1.834488,2,1.138932,0,10.78692,0
4.758158,1.865566,2,0.5661114,1,1.834488,2,1.138932,0,10.78692,1
3.65802,2.397306,2,0.5203457,0,3.919455,0,1.143689,0,11.28461,1
3.65802,2.397306,2,0.5203457,0,3.919455,0,1.143689,0,11.28461,1
5.390483,1.212451,3,0.2127791,0,3.593137,2,0.7282128,0,11.77292,1
5.390483,1.212451,3,0.2127791,0,3.593137,2,0.7282128,0,11.77292,0
5.390483,1.212451,3,0.2127791,0,3.593137,2,0.7282128,0,11.77292,0
5.030226,1.295773,2,0.5532612,2,2.114432,2,0.7840074,1,11.51782,0
5.030226,1.295773,2,0.5532612,2,2.114432,2,0.7840074,1,11.51782,0
3.88331,1.268376,1,0.2066892,4,3.319766,0,0.9380324,0,11.8874,1
5.094888,2.088166,3,0.5611979,4,3.563982,0,1.018479,0,9.698881,1
5.094888,2.088166,3,0.5611979,4,3.563982,0,1.018479,0,9.698881,1
5.094888,2.088166,3,0.5611979,4,3.563982,0,1.018479,0,9.698881,0
5.91115,1.670179,3,0.5017936,2,1.890584,1,0.7817149,1,10.34291,0
5.91115,1.670179,3,0.5017936,2,1.890584,1,0.7817149,1,10.34291,0
5.91115,1.670179,3,0.5017936,2,1.890584,1,0.7817149,1,10.34291,0
3.854422,1.868533,3,0.4248205,3,1.662713,1,0.9679312,1,10.61263,1
3.854422,1.868533,3,0.4248205,3,1.662713,1,0.9679312,1,10.61263,0
3.854422,1.868533,3,0.4248205,3,1.662713,1,0.9679312,1,10.61263,0
4.732208,1.297903,2,0.549651,4,1.72426,2,1.139721,1,10.86968,1
4.732208,1.297903,2,0.549651,4,1.72426,2,1.139721,1,10.86968,0
6.072948,2.086385,1,0.4223768,2,2.904741,2,0.9252191,0,8.635941,1
5.338616,1.34056,3,0.4256606,3,1.575746,2,1.130198,0,10.34529,0
5.338616,1.34056,3,0.4256606,3,1.575746,2,1.130198,0,10.34529,1
5.338616,1.34056,3,0.4256606,3,1.575746,2,1.130198,0,10.34529,1
3.946164,1.550639,3,0.3144746,4,2.202379,2,1.063813,0,11.73864,1
3.946164,1.550639,3,0.3144746,4,2.202379,2,1.063813,0,11.73864,1
3.946164,1.550639,3,0.3144746,4,2.202379,2,1.063813,0,11.73864,1
4.094432,1.555506,1,0.282122,2,2.264001,0,0.9934953,0,11.02677,1
4.044898,2.224293,1,0.4636667,1,3.372283,1,1.097368,0,9.242128,1
4.991436,1.996261,1,0.5315675,1,1.994892,2,1.011103,1,11.40849,0
4.815704,1.322899,3,0.2977588,3,3.59055,2,0.998121,0,10.30968,1
4.815704,1.322899,3,0.2977588,3,3.59055,2,0.998121,0,10.30968,1
4.815704,1.322899,3,0.2977588,3,3.59055,2,0.998121,0,10.30968,0
5.589144,1.214882,1,0.4702608,1,1.538108,1,0.8546171,0,9.881762,1
4.493385,1.442726,3,0.3992336,0,1.716518,1,1.095719,0,10.93868,1
4.493385,1.442726,3,0.3992336,0,1.716518,1,1.095719,0,10.93868,1
4.493385,1.442726,3,0.3992336,0,1.716518,1,1.095719,0,10.93868,0
5.08167,2.332781,2,0.2342644,4,2.676144,2,0.7218215,0,10.44042,1
5.08167,2.332781,2,0.2342644,4,2.676144,2,0.7218215,0,10.44042,1
5.704875,1.87539,2,0.2522592,0,3.335965,2,1.184102,0,11.38186,0
5.704875,1.87539,2,0.2522592,0,3.335965,2,1.184102,0,11.38186,0
4.328035,2.267628,2,0.2373876,0,2.538798,0,1.087645,0,9.942429,0
4.328035,2.267628,2,0.2373876,0,2.538798,0,1.087645,0,9.942429,0
5.074754,1.828063,3,0.5748214,0,1.854945,1,0.7381694,0,9.950987,1
5.074754,1.828063,3,0.5748214,0,1.854945,1,0.7381694,0,9.950987,1
5.074754,1.828063,3,0.5748214,0,1.854945,1,0.7381694,0,9.950987,1
5.555627,1.286063,1,0.4525159,2,2.617826,2,1.134511,0,9.263892,1
4.085093,2.197924,1,0.5766362,2,3.391079,0,1.029,0,9.298363,1
4.799265,1.58832,3,0.3278058,1,3.712843,2,0.9400363,1,9.564669,1
4.799265,1.58832,3,0.3278058,1,3.712843,2,0.9400363,1,9.564669,0
5.919741,2.25105,2,0.5117809,1,1.682013,2,0.921152,0,10.93519,1
5.919741,2.25105,2,0.5117809,1,1.682013,2,0.921152,0,10.93519,1
5.199833,1.978847,1,0.5167055,1,3.7616,2,0.8905008,1,11.56794,0
6.149647,1.6344,1,0.439652,2,3.875275,0,1.182621,0,10.16795,1
3.796499,1.859714,3,0.3070366,2,1.980703,2,1.0199,1,9.425568,1
3.796499,1.859714,3,0.3070366,2,1.980703,2,1.0199,1,9.425568,0
3.796499,1.859714,3,0.3070366,2,1.980703,2,1.0199,1,9.425568,0
6.457912,2.227901,3,0.3403744,2,2.374262,0,0.8579106,0,11.42193,0
6.457912,2.227901,3,0.3403744,2,2.374262,0,0.8579106,0,11.42193,1
6.457912,2.227901,3,0.3403744,2,2.374262,0,0.8579106,0,11.42193,0
5.358128,1.476277,1,0.4575429,2,2.127848,1,1.140564,1,8.343746,1
4.832997,1.397331,1,0.3027489,3,1.986482,1,0.8458909,0,10.28614,1
4.884613,1.324714,3,0.3276218,1,3.108544,0,1.172391,0,9.543604,1
4.884613,1.324714,3,0.3276218,1,3.108544,0,1.172391,0,9.543604,0
5.819502,1.746248,1,0.4070764,1,3.649757,2,0.8945779,1,10.78407,0
5.886069,1.451721,1,0.4575047,2,3.388703,2,1.14942,0,9.882053,0
5.257959,2.106224,3,0.2810446,1,3.60086,0,0.7403331,0,9.152728,1
5.257959,2.106224,3,0.2810446,1,3.60086,0,0.7403331,0,9.152728,0
4.272232,2.002058,1,0.2809536,3,1.843967,0,0.9374203,0,9.574713,1
3.87611,2.085105,2,0.2015007,1,2.018422,0,1.075542,0,10.35701,1
3.87611,2.085105,2,0.2015007,1,2.018422,0,1.075542,0,10.35701,1
6.438044,1.443848,2,0.3792787,2,3.780611,1,1.019812,0,8.16443,0
6.438044,1.443848,2,0.3792787,2,3.780611,1,1.019812,0,8.16443,1
6.490708,1.754897,3,0.4104444,0,1.535655,0,0.8437645,0,11.01658,0
6.490708,1.754897,3,0.4104444,0,1.535655,0,0.8437645,0,11.01658,0
3.982441,2.148701,2,0.3731173,0,2.324676,1,1.184337,1,10.09461,0
3.982441,2.148701,2,0.3731173,0,2.324676,1,1.184337,1,10.09461,1
4.490019,1.619584,2,0.5039316,3,2.167847,0,0.8911245,1,8.816039,0
4.490019,1.619584,2,0.5039316,3,2.167847,0,0.8911245,1,8.816039,0
4.458071,1.93638,1,0.5966828,2,3.978815,2,0.8693376,0,11.82063,1
4.82093,1.448525,2,0.5740987,3,3.126747,0,1.070276,0,9.557253,1
4.82093,1.448525,2,0.5740987,3,3.126747,0,1.070276,0,9.557253,1
4.884812,2.495054,1,0.3140121,2,1.589214,1,0.7159616,0,8.05309,1
5.265231,2.374517,1,0.5794765,1,1.658787,1,1.146356,0,9.903725,1
5.370977,1.863952,2,0.3136402,4,3.604206,1,1.124879,0,11.77115,1
5.370977,1.863952,2,0.3136402,4,3.604206,1,1.124879,0,11.77115,1
4.098116,2.177075,1,0.5883084,3,2.191536,1,1.122688,1,9.996195,1
5.979504,1.274558,3,0.2912272,1,2.59311,2,1.184274,0,10.78958,1
5.979504,1.274558,3,0.2912272,1,2.59311,2,1.184274,0,10.78958,0
5.979504,1.274558,3,0.2912272,1,2.59311,2,1.184274,0,10.78958,0
4.746261,1.941237,1,0.2986741,0,1.668808,0,0.9479281,1,8.757048,0
4.926321,1.457844,3,0.2319985,4,3.479072,0,0.9839883,0,8.293562,0
4.926321,1.457844,3,0.2319985,4,3.479072,0,0.9839883,0,8.293562,1
4.926321,1.457844,3,0.2319985,4,3.479072,0,0.9839883,0,8.293562,1
4.660615,1.66588,2,0.3609448,4,1.801411,1,1.017919,0,11.63011,1
4.660615,1.66588,2,0.3609448,4,1.801411,1,1.017919,0,11.63011,1
4.678602,1.64759,3,0.2812052,2,3.122101,0,1.112559,1,8.990545,0
4.678602,1.64759,3,0.2812052,2,3.122101,0,1.112559,1,8.990545,0
5.391335,1.736156,1,0.4707991,1,2.631737,0,0.9872708,1,11.58649,1
4.339554,2.100767,3,0.2604655,0,3.755113,1,1.001088,0,8.535625,1
4.339554,2.100767,3,0.2604655,0,3.755113,1,1.001088,0,8.535625,0
4.339554,2.100767,3,0.2604655,0,3.755113,1,1.001088,0,8.535625,1
5.083057,2.390432,2,0.3441847,1,3.76294,1,0.728744,0,9.536446,1
5.083057,2.390432,2,0.3441847,1,3.76294,1,0.728744,0,9.536446,1
5.944384,1.878069,2,0.4123684,2,2.624465,1,0.7245586,0,11.19182,1
5.944384,1.878069,2,0.4123684,2,2.624465,1,0.7245586,0,11.19182,1
5.472456,2.470525,2,0.3317927,0,3.834897,2,1.179964,0,9.07306,1
5.472456,2.470525,2,0.3317927,0,3.834897,2,1.179964,0,9.07306,0
5.001117,2.363914,3,0.5015763,0,2.688543,1,0.8711191,0,9.329782,1
5.001117,2.363914,3,0.5015763,0,2.688543,1,0.8711191,0,9.329782,1
5.001117,2.363914,3,0.5015763,0,2.688543,1,0.8711191,0,9.329782,0
5.527213,1.318589,1,0.3932242,4,2.148835,0,0.9714514,0,11.79494,1
4.034419,2.333498,1,0.5937508,4,1.994043,0,0.7221888,0,10.24011,1
4.070871,1.788224,3,0.3546599,2,1.794848,1,0.9252604,0,9.188012,1
4.070871,1.788224,3,0.3546599,2,1.794848,1,0.9252604,0,9.188012,0
4.070871,1.788224,3,0.3546599,2,1.794848,1,0.9252604,0,9.188012,1
5.430408,2.215603,1,0.4351783,4,2.872943,0,0.8001285,1,9.860712,1
5.496701,1.387243,3,0.2615333,0,2.699434,1,0.8574464,0,10.842,1
5.496701,1.387243,3,0.2615333,0,2.699434,1,0.8574464,0,10.842,1
5.496701,1.387243,3,0.2615333,0,2.699434,1,0.8574464,0,10.842,0
3.74626,1.613929,3,0.4967012,3,3.646746,0,0.941619,0,8.038871,1
3.74626,1.613929,3,0.4967012,3,3.646746,0,0.941619,0,8.038871,1
3.74626,1.613929,3,0.4967012,3,3.646746,0,0.941619,0,8.038871,1
4.554976,1.636063,2,0.4341648,1,3.431902,1,0.8183402,0,10.73339,0
4.246234,1.609195,1,0.3358351,3,3.992495,1,0.8720771,0,8.101576,1
6.07928,2.274776,1,0.3527656,0,1.855996,0,0.8930772,0,8.6295,0
6.03686,1.538718,3,0.2341273,0,3.832837,2,1.084754,0,10.56656,1
6.03686,1.538718,3,0.2341273,0,3.832837,2,1.084754,0,10.56656,0
6.03686,1.538718,3,0.2341273,0,3.832837,2,1.084754,0,10.56656,0
4.247925,1.978428,1,0.2807201,3,1.734978,2,1.087754,1,9.733944,0
4.995443,2.374805,2,0.5683195,1,2.430915,2,0.7823574,0,9.557997,0
4.995443,2.374805,2,0.5683195,1,2.430915,2,0.7823574,0,9.557997,1
4.386819,2.235333,3,0.3653709,4,3.812967,2,1.147397,0,9.933155,0
5.020145,2.199553,3,0.525794,1,1.803929,0,1.12789,0,11.16516,1
5.020145,2.199553,3,0.525794,1,1.803929,0,1.12789,0,11.16516,1
5.020145,2.199553,3,0.525794,1,1.803929,0,1.12789,0,11.16516,1
6.262495,2.205102,2,0.2915067,0,3.5279,2,0.9996583,1,8.632089,0
6.262495,2.205102,2,0.2915067,0,3.5279,2,0.9996583,1,8.632089,1
6.262495,2.205102,2,0.2915067,0,3.5279,2,0.9996583,1,8.632089,0
6.262495,2.205102,2,0.2915067,0,3.5279,2,0.9996583,1,8.632089,0
5.978589,2.166838,3,0.2130116,1,1.657778,2,0.8540984,0,9.517323,1
5.978589,2.166838,3,0.2130116,1,1.657778,2,0.8540984,0,9.517323,0
5.978589,2.166838,3,0.2130116,1,1.657778,2,0.8540984,0,9.517323,0
4.635312,1.607827,2,0.2475237,2,2.199499,2,0.8408892,0,8.865639,1
4.635312,1.607827,2,0.2475237,2,2.199499,2,0.8408892,0,8.865639,1
6.367967,1.243804,1,0.556513,4,2.89071,1,0.8220842,0,8.001808,1
6.034658,2.087032,2,0.5893931,0,3.986544,1,1.04903,0,8.449724,1
6.034658,2.087032,2,0.5893931,0,3.986544,1,1.04903,0,8.449724,1
6.023036,2.023093,2,0.2327276,1,3.293984,0,0.9389333,0,10.14297,1
6.023036,2.023093,2,0.2327276,1,3.293984,0,0.9389333,0,10.14297,1
3.972904,1.378852,2,0.3398343,2,2.532573,1,0.8779538,0,10.79879,1
3.972904,1.378852,2,0.3398343,2,2.532573,1,0.8779538,0,10.79879,1
4.829719,1.382185,3,0.4761838,0,3.325925,1,0.8654307,0,9.380127,1
4.829719,1.382185,3,0.4761838,0,3.325925,1,0.8654307,0,9.380127,1
4.829719,1.382185,3,0.4761838,0,3.325925,1,0.8654307,0,9.380127,1
4.872425,2.200287,3,0.4504452,1,3.362063,1,0.7052088,0,10.83443,1
4.872425,2.200287,3,0.4504452,1,3.362063,1,0.7052088,0,10.83443,1
4.872425,2.200287,3,0.4504452,1,3.362063,1,0.7052088,0,10.83443,1
4.134233,2.366136,3,0.3709913,0,2.009742,0,1.019791,0,8.888321,1
4.134233,2.366136,3,0.3709913,0,2.009742,0,1.019791,0,8.888321,1
4.134233,2.366136,3,0.3709913,0,2.009742,0,1.019791,0,8.888321,1
6.282646,1.502723,1,0.5120428,4,1.713465,2,0.9811711,0,10.57717,1
6.243688,1.86625,3,0.2207525,1,3.688396,2,0.7715063,0,8.493231,0
5.812187,2.430634,3,0.3389394,2,2.676673,0,1.126773,1,10.38042,0
5.812187,2.430634,3,0.3389394,2,2.676673,0,1.126773,1,10.38042,0
5.812187,2.430634,3,0.3389394,2,2.676673,0,1.126773,1,10.38042,0
6.293755,2.350776,2,0.5163147,4,3.226794,0,0.9783481,1,8.872615,1
6.293755,2.350776,2,0.5163147,4,3.226794,0,0.9783481,1,8.872615,1
3.530793,1.447289,2,0.4003873,3,2.801568,1,0.8873765,1,8.601225,1
3.530793,1.447289,2,0.4003873,3,2.801568,1,0.8873765,1,8.601225,1
5.959343,1.870429,2,0.2469588,4,3.120077,0,0.8718178,1,10.78009,0
